133Bario;137Cesio;22Sodio;241Americio;Fondo
761;725;183;163;1132
750;705;187;129;1061
787;754;183;132;1129
768;815;202;132;1066
765;720;208;148;1041
765;724;194;150;1168
819;756;176;155;1122
818;734;215;133;1137
809;755;191;124;1045
768;745;197;133;1163
778;741;181;142;1166
792;693;191;143;1076
801;685;185;176;1132
767;734;180;130;1134
770;753;188;137;1087
828;739;199;136;1202
805;753;190;144;1189
774;687;174;154;1154
757;732;194;156;1211
802;732;176;158;1076
829;776;215;147;1185
807;704;198;121;1148
751;729;174;133;1160
778;728;193;151;1119
856;783;203;129;1097
792;720;205;150;1168
722;727;189;128;1105
743;709;204;147;1135
729;697;198;139;1123
760;722;189;142;1128
664;772;223;138;1057
655;716;200;152;1101
693;727;178;153;1072
661;707;209;127;1031
670;742;200;163;1165
694;727;184;138;1113
601;751;207;139;1132
606;695;188;148;1133
572;758;177;153;1141
581;732;201;147;1066
527;736;193;142;1106
513;732;185;135;1161
520;713;203;157;1112
512;704;205;140;1077
482;715;170;156;1129
459;693;212;141;1103
497;732;195;142;1045
508;729;173;130;1120
452;670;178;114;1188
477;755;180;151;1068
443;791;216;140;1124
427;695;190;156;1140
412;778;188;148;1068
427;751;171;140;1104
383;753;188;149;1134
372;698;183;143;1107
337;746;198;108;1146
379;767;194;140;1071
328;725;189;147;1009
339;787;192;153;1084
330;732;200;135;1089
326;737;189;145;1034
322;761;193;136;1082
314;703;174;140;1091
296;765;192;137;1146
315;706;173;138;1102
334;791;190;135;1033
295;728;166;139;1096
323;708;195;137;1076
281;736;178;151;1057
293;756;191;149;1060
270;753;203;147;1065
259;763;204;153;1053
302;698;180;149;1103
282;768;201;150;1074
291;735;195;151;1082
270;742;189;147;1050
280;721;172;156;1076
258;733;184;122;1054
275;697;175;132;1079
285;732;196;132;1088
285;706;183;140;1061
268;709;165;141;1092
274;720;174;132;998
297;713;192;132;1077
296;742;204;157;1044
265;775;186;142;1053
287;740;179;136;1043
309;739;181;130;1061
314;732;174;145;1086
291;715;192;112;1100
303;745;190;149;1076
250;738;191;154;1067
300;721;177;132;1057
300;738;174;136;1038
252;737;204;137;1025
282;682;172;145;1031
275;708;170;123;1055
243;739;188;144;1059
300;749;196;160;1000
300;736;177;112;991
296;711;189;148;1018
286;745;195;137;1059
270;693;167;142;1056
280;723;181;119;1018
264;729;169;118;1035
297;743;182;123;1036
273;765;163;129;1005
275;724;167;118;1074
276;777;165;131;1059
278;726;204;126;1080
242;741;180;131;1011
282;730;181;105;1025
273;713;178;137;997
287;694;165;132;1045
259;728;150;141;1070
260;694;191;135;1020
295;719;201;143;1004
261;736;185;108;1028
257;736;184;129;1040
274;691;187;124;1046
290;756;164;140;1026
259;717;220;121;1041
296;765;155;138;984
285;726;174;138;998
250;742;191;106;1011
274;756;191;127;991
251;749;159;140;1031
276;701;189;142;986
268;695;175;131;1027
262;750;191;137;977
269;783;192;123;986
300;763;193;129;989
258;664;190;142;1028
273;739;153;146;1000
296;739;181;108;1071
301;731;188;112;1002
290;766;187;130;1026
306;756;191;128;989
255;737;165;120;979
286;733;173;123;957
271;755;190;131;979
273;755;180;122;986
270;748;159;119;999
284;762;194;139;965
263;740;167;117;1020
280;705;189;114;1014
288;697;161;132;1021
301;693;166;140;1030
287;751;168;134;963
269;768;183;139;976
275;736;182;155;992
269;745;164;128;943
253;718;177;132;981
264;730;166;129;936
289;700;170;112;946
289;728;150;127;992
301;726;153;117;990
294;697;172;98;919
294;709;178;119;925
292;708;182;119;935
283;707;177;129;990
280;744;164;132;931
267;728;175;121;910
291;745;179;113;926
262;745;182;117;957
248;770;187;112;991
266;702;129;111;986
297;752;156;123;943
271;757;178;112;897
288;765;183;123;928
275;720;165;131;871
264;753;164;122;1001
278;684;177;117;920
276;689;162;120;941
285;747;159;110;957
273;740;187;114;948
270;748;151;118;941
277;752;181;120;962
274;790;127;110;909
291;724;179;113;959
301;686;189;126;885
283;685;181;117;881
270;750;154;107;989
277;714;145;96;911
254;759;165;116;860
273;689;169;114;945
248;719;176;103;865
293;698;162;115;912
293;693;153;103;902
272;776;187;116;894
270;720;152;103;923
280;750;151;143;865
269;729;186;120;848
248;690;162;109;871
281;684;154;125;936
255;745;174;111;944
276;685;161;128;872
322;723;166;98;844
270;747;167;115;876
266;760;158;105;860
274;743;160;114;827
288;775;150;110;865
270;713;138;120;860
273;699;136;106;870
270;721;173;115;880
281;727;181;102;897
290;726;158;123;833
313;799;158;119;852
303;699;165;116;814
282;728;169;100;873
305;721;152;108;844
262;726;145;104;822
291;721;143;97;866
277;721;154;99;870
294;753;145;113;813
271;679;152;92;862
290;781;157;111;826
251;725;171;110;853
270;738;158;98;826
287;758;149;111;850
254;763;144;105;874
298;695;139;112;789
294;733;181;103;854
291;730;155;85;822
266;716;178;113;824
307;749;156;118;832
289;678;162;128;780
300;793;154;103;826
273;738;171;112;776
286;793;151;100;803
313;752;170;121;839
277;723;156;115;804
277;716;137;104;757
302;717;131;104;819
283;755;181;91;790
275;708;174;93;801
266;753;159;88;862
284;747;184;83;778
274;707;147;98;806
281;743;154;116;829
284;736;177;108;812
300;720;172;84;784
280;732;165;94;757
297;718;154;95;761
291;758;151;104;765
323;721;145;101;825
277;723;159;96;754
252;731;140;101;804
282;770;165;108;847
281;754;169;100;792
313;796;156;87;785
294;750;145;92;805
277;760;167;89;752
278;786;154;95;809
261;713;151;91;738
270;701;143;108;705
319;719;167;109;786
263;735;151;95;747
303;735;177;86;719
286;738;164;107;769
289;742;158;96;724
272;719;157;114;789
278;728;146;85;793
319;747;157;83;766
260;754;159;92;723
281;697;143;97;745
233;725;134;91;729
253;671;167;95;780
297;769;147;101;758
299;724;144;88;748
281;734;150;83;757
275;739;160;80;738
300;751;169;85;741
283;758;131;116;750
273;739;161;89;783
280;730;171;94;685
261;761;167;77;677
274;828;159;90;714
260;798;152;90;753
299;742;136;90;739
281;787;174;104;745
276;742;144;112;731
295;780;158;101;717
271;776;156;94;692
260;742;164;105;705
265;768;159;90;716
269;798;163;89;746
258;791;159;87;719
254;773;148;95;693
255;744;123;89;707
272;819;166;82;712
270;806;140;84;708
253;770;177;89;739
269;765;154;86;692
266;769;148;90;705
246;769;180;86;709
274;770;163;98;731
287;767;149;67;740
248;817;162;82;684
268;812;160;95;716
270;782;157;72;687
257;806;147;78;742
271;801;177;81;690
270;778;161;90;696
245;782;150;81;697
243;868;153;80;706
280;844;180;80;684
257;759;147;67;706
250;833;181;81;680
254;831;162;94;654
248;801;150;89;698
274;838;160;87;697
284;804;125;92;658
247;884;154;83;686
255;861;135;83;655
250;880;164;95;663
246;808;153;93;648
257;859;165;72;648
228;869;145;89;655
255;847;162;87;677
264;858;158;81;676
261;906;158;88;640
265;822;154;77;689
250;859;162;71;665
245;917;141;70;697
265;861;149;78;638
258;876;158;84;675
262;924;152;93;687
240;901;139;81;606
263;824;152;85;611
255;858;166;74;670
253;941;134;76;622
272;886;157;83;671
250;892;163;82;596
236;870;159;76;632
219;893;162;99;687
256;889;145;79;639
253;896;155;81;666
225;929;166;82;675
219;917;135;89;651
247;943;161;68;622
214;882;138;77;616
241;911;161;74;664
232;907;153;68;597
237;897;155;82;604
244;928;169;84;643
254;896;162;82;630
222;893;146;89;700
257;901;150;77;640
237;910;160;82;605
266;911;156;84;640
243;936;143;77;610
240;1021;125;84;634
216;884;141;86;645
251;951;163;75;596
202;952;147;90;589
207;1011;162;79;594
219;980;170;89;593
229;1005;132;92;623
232;948;140;67;599
245;974;171;84;641
230;983;152;79;602
233;939;145;67;613
212;975;145;81;635
206;979;128;89;612
217;932;145;73;630
231;1036;135;74;632
213;926;148;61;605
210;1028;134;69;613
204;966;156;70;631
191;956;136;70;613
219;1009;128;76;565
219;973;160;79;572
218;923;133;94;595
212;968;157;73;602
221;950;148;77;614
206;979;146;69;609
205;998;140;76;576
226;1026;148;60;572
199;1010;143;71;576
216;1004;159;74;572
197;1001;134;84;565
195;994;156;78;618
200;1020;142;79;613
193;991;160;75;595
234;1002;127;96;591
200;989;147;82;589
205;943;146;67;621
194;972;137;60;587
224;1029;145;59;624
216;964;159;66;591
196;935;134;75;636
197;926;145;69;588
187;960;147;54;563
218;1011;152;70;549
222;961;151;78;622
189;972;147;65;579
187;1006;151;76;575
177;1009;153;77;587
190;1046;144;68;602
191;1000;129;76;575
192;1005;163;80;563
207;994;132;61;556
186;976;152;70;572
187;1040;154;81;592
192;1020;156;77;575
184;1002;159;67;577
188;1067;156;59;572
181;1004;164;62;565
188;1030;141;76;584
175;1032;133;64;597
185;1038;152;89;550
193;1016;161;68;631
187;1013;148;57;548
202;1017;154;84;541
173;1073;162;74;560
192;977;122;78;558
201;968;142;59;546
177;1049;140;92;564
179;985;146;62;560
188;991;119;62;539
195;1006;145;65;554
178;984;163;73;598
170;1002;150;83;496
175;933;119;68;523
182;1022;131;65;504
175;968;149;64;520
166;1010;148;68;537
153;1026;137;67;554
192;1006;134;72;534
181;991;145;71;551
175;1023;121;70;551
140;954;142;62;524
151;1032;130;79;488
169;999;122;64;532
148;1054;159;71;545
156;1024;143;71;503
167;1014;150;62;528
181;983;144;65;494
174;969;128;69;540
157;1047;140;77;567
186;987;145;78;517
178;959;147;63;541
163;1059;119;57;503
130;997;123;63;495
173;1018;120;75;473
178;968;135;67;446
148;988;136;63;491
153;952;127;67;524
175;991;139;61;493
170;1010;147;69;536
147;998;132;72;514
166;977;136;65;528
174;940;153;65;525
172;976;146;60;528
149;994;126;68;519
183;984;151;52;527
143;906;117;61;549
181;969;151;75;462
160;1016;141;68;520
164;918;136;57;527
170;983;120;63;472
165;956;137;55;519
162;1005;130;71;441
173;943;110;56;475
157;959;108;65;518
177;991;120;66;522
130;955;135;75;494
161;980;118;47;530
167;999;150;52;487
160;922;119;66;507
142;899;130;52;477
151;943;118;65;477
161;974;154;53;472
171;929;128;59;473
184;1002;124;66;508
156;949;131;62;500
144;914;136;60;487
158;956;134;56;478
146;911;132;76;445
161;962;130;63;476
156;950;121;72;451
144;921;112;60;471
132;937;142;66;511
165;938;133;65;451
155;899;114;62;469
134;938;124;58;503
151;967;123;63;502
139;947;143;65;481
147;898;133;53;503
151;906;115;65;459
154;955;120;63;450
137;906;124;51;485
122;955;143;60;466
142;877;128;50;486
153;905;102;63;465
148;906;136;49;506
163;898;125;55;482
139;903;117;54;446
150;928;119;61;453
161;908;147;77;510
147;938;109;71;487
138;926;132;61;461
114;892;101;48;459
138;893;127;52;469
139;899;117;62;447
122;938;97;63;468
122;864;105;38;467
115;964;118;61;440
130;908;106;53;502
128;955;126;56;453
170;838;134;54;472
134;862;143;49;433
138;873;129;51;466
126;980;111;60;425
125;917;131;57;440
136;894;127;55;470
144;842;142;56;459
118;869;124;65;450
137;824;116;60;429
114;897;117;55;473
140;845;135;62;505
118;876;127;60;471
137;827;112;35;479
125;856;137;37;462
114;772;127;51;477
126;875;134;37;476
134;897;136;51;474
137;863;121;58;431
123;899;132;65;454
136;892;102;59;436
141;830;119;52;477
137;822;127;61;440
100;856;126;46;460
122;817;101;56;426
129;827;131;46;460
133;863;110;65;430
112;851;143;54;427
120;798;111;60;412
121;851;104;51;448
134;825;122;60;412
124;805;144;47;447
120;842;114;68;423
125;825;115;57;435
105;832;117;46;440
94;807;121;65;475
130;822;125;51;438
138;850;108;67;441
128;870;136;49;465
132;752;124;32;418
150;817;125;54;422
119;880;120;36;461
125;774;119;42;428
101;817;111;61;431
110;840;106;63;408
105;817;121;48;466
115;804;128;39;408
104;806;120;59;429
116;847;107;53;459
130;804;102;62;459
99;777;117;59;447
124;793;109;60;412
124;789;105;70;442
123;801;106;36;444
137;784;108;57;435
113;824;99;49;429
113;830;112;44;430
111;806;117;57;394
151;822;128;51;389
115;789;105;64;408
114;809;114;53;424
116;777;115;55;406
107;768;107;49;403
110;757;92;53;423
113;764;103;53;402
107;802;129;48;406
128;744;101;48;414
106;803;119;46;419
112;800;106;52;391
121;798;116;36;413
121;783;110;43;391
108;754;114;50;411
127;826;104;53;414
100;809;114;49;406
112;791;110;47;425
112;783;118;45;394
81;734;112;56;422
101;819;125;44;413
103;768;106;50;397
107;739;108;52;384
112;745;100;41;391
108;816;113;57;395
112;717;101;57;372
106;730;122;49;382
106;749;112;47;389
109;762;105;41;405
112;765;112;48;368
118;802;104;52;402
103;766;95;72;400
98;769;100;49;352
109;751;98;46;391
118;775;122;55;416
121;801;92;52;393
133;736;104;44;380
97;732;106;54;421
108;731;92;48;350
105;755;86;38;371
110;753;109;46;390
148;734;117;40;374
110;701;100;50;360
112;764;104;60;363
115;722;92;42;369
108;778;105;44;391
117;746;102;54;360
125;829;117;36;388
117;715;109;53;373
115;712;117;53;350
100;778;97;47;381
112;754;98;57;365
128;732;100;47;374
143;755;94;57;336
127;747;96;47;367
115;719;106;56;380
125;760;96;50;362
129;778;105;48;357
109;727;92;52;317
136;748;98;39;376
111;763;99;49;336
132;717;91;53;327
126;702;96;35;346
123;710;106;51;368
106;730;98;38;349
122;738;103;47;372
140;733;95;46;358
104;738;102;42;330
127;731;94;43;366
139;740;88;47;345
140;663;98;34;314
112;752;100;35;309
127;719;102;44;349
119;704;83;53;329
141;755;113;41;338
130;708;88;46;373
118;729;121;31;319
144;720;79;42;344
143;713;102;46;335
152;711;101;32;344
126;703;96;46;340
135;750;97;31;355
136;731;93;41;340
137;737;119;31;344
144;702;101;45;317
144;702;100;47;358
133;691;90;40;313
134;722;87;40;346
141;705;90;29;291
158;701;90;45;278
144;704;90;38;338
148;743;100;35;314
135;723;99;42;323
128;728;93;37;316
150;780;108;27;325
151;773;97;40;317
167;704;92;45;302
168;716;91;36;337
148;665;105;44;297
167;691;92;37;309
141;726;101;31;325
136;718;91;40;325
137;721;92;42;296
155;670;103;30;306
180;729;94;42;281
193;679;94;41;264
158;716;97;34;304
156;642;105;27;290
162;699;92;44;306
160;707;78;34;288
161;687;85;31;284
165;692;93;44;308
168;705;113;27;332
172;663;82;41;295
164;718;84;43;290
164;690;102;43;300
146;664;100;44;295
193;745;103;30;271
190;660;91;45;295
178;668;92;41;299
189;695;90;32;285
166;710;98;31;302
153;680;87;21;272
169;710;88;37;255
159;673;106;37;296
180;697;72;37;299
174;717;85;44;267
165;630;80;34;268
206;688;87;41;285
175;716;79;36;291
186;715;81;38;281
179;678;105;46;288
201;707;82;36;308
178;679;81;30;267
174;689;76;33;283
170;658;91;31;316
184;669;92;42;284
161;708;91;35;283
210;693;85;33;277
178;637;93;50;256
202;690;90;35;289
192;699;98;30;295
179;649;72;36;249
177;689;93;34;261
209;695;91;40;279
166;682;106;43;281
195;656;91;40;267
195;667;85;29;270
167;719;89;32;287
209;645;67;34;263
194;694;83;40;259
215;719;99;41;268
219;670;83;39;294
186;661;88;30;275
199;680;85;29;275
209;641;96;43;273
200;661;83;44;272
226;676;85;24;288
213;696;92;40;241
196;667;85;28;279
205;686;89;41;253
241;636;80;34;254
226;662;83;32;263
236;676;81;27;255
250;691;82;39;248
241;721;92;40;249
222;650;84;35;253
257;640;86;24;272
206;662;83;31;262
229;657;78;31;238
236;648;98;34;239
233;665;93;31;263
213;691;77;38;282
267;679;72;31;250
222;683;101;29;252
235;667;86;32;257
255;653;90;27;255
262;692;90;29;241
234;663;104;30;233
224;664;79;35;269
254;658;92;30;242
233;654;86;27;251
264;691;88;22;229
236;632;97;30;216
246;659;84;35;275
267;673;102;31;285
214;655;66;28;254
272;645;65;29;278
273;628;77;32;256
270;667;75;34;266
273;640;86;30;226
280;672;71;35;249
260;653;71;32;267
263;658;84;38;257
243;644;77;40;260
265;674;92;25;243
299;636;91;39;297
290;673;93;39;232
262;675;95;29;263
263;631;80;24;260
260;629;94;30;210
267;599;96;24;263
310;680;74;26;238
260;684;110;24;253
287;692;94;25;228
265;668;81;25;243
277;659;77;32;238
257;627;95;16;265
272;622;95;21;203
271;675;86;24;252
265;620;77;26;247
291;611;96;24;241
294;640;91;37;247
303;652;82;35;235
309;659;77;35;240
274;616;80;30;228
265;606;84;29;231
299;647;87;21;233
293;629;108;27;225
311;669;84;31;232
296;641;90;38;257
306;654;86;25;268
290;629;83;30;255
313;635;81;35;240
265;628;88;20;233
334;609;76;34;225
329;619;69;29;226
280;628;92;22;243
292;649;65;29;230
296;613;72;27;226
288;647;71;25;224
351;644;78;21;241
277;618;103;26;216
314;632;76;27;219
309;623;63;32;233
312;618;79;28;203
288;621;102;26;240
320;698;81;25;233
309;650;82;24;221
329;650;79;24;244
291;644;85;21;233
334;638;81;30;222
315;640;65;25;240
294;633;73;25;233
279;649;82;32;219
330;658;69;34;224
304;677;87;26;221
308;621;80;30;237
339;644;74;26;222
331;634;71;20;206
313;630;80;26;240
286;637;69;32;225
309;666;86;21;212
327;629;85;40;224
322;640;85;27;199
308;636;81;22;214
325;659;72;26;215
274;653;82;20;231
297;654;74;18;247
324;645;75;18;222
319;658;84;38;202
313;675;93;15;193
310;672;70;26;230
301;686;82;31;222
306;619;88;29;181
341;652;75;32;204
316;623;75;27;210
300;655;87;39;208
329;642;67;29;221
275;672;88;34;221
310;636;63;23;205
294;610;72;23;193
319;607;72;27;206
299;598;73;37;187
279;665;78;28;239
307;583;78;21;222
310;606;65;29;219
276;631;69;20;196
258;633;73;33;192
284;653;89;23;218
298;639;68;30;205
308;622;65;23;199
313;639;88;31;223
266;626;84;32;220
278;621;93;24;206
259;693;72;25;197
279;582;71;22;206
254;644;78;21;206
262;618;94;17;216
263;680;71;21;201
247;599;74;25;194
284;581;77;21;174
265;632;61;24;171
269;592;65;30;187
327;606;78;26;177
278;626;73;28;189
287;661;78;29;215
253;615;63;21;183
293;623;75;25;185
255;641;69;20;210
262;670;67;26;190
281;642;66;27;204
273;637;69;27;197
237;574;68;15;191
267;628;68;16;191
264;621;64;22;200
266;673;69;23;196
256;604;68;24;188
279;625;90;22;186
279;611;67;26;216
263;570;83;22;196
231;662;62;20;167
253;630;68;32;198
259;634;81;24;199
260;618;71;23;184
265;659;68;22;202
248;632;73;17;212
242;639;84;26;205
236;607;72;24;198
246;637;72;27;174
232;651;79;24;199
249;593;65;22;195
264;605;75;27;219
231;601;82;23;198
259;607;69;27;181
257;621;78;26;198
259;583;50;26;184
258;671;75;39;178
231;614;88;29;164
250;626;68;31;202
240;623;77;20;175
261;585;61;19;185
235;602;76;32;216
224;652;70;28;162
242;623;61;25;171
248;590;64;21;213
256;653;71;23;191
245;564;65;23;195
261;621;76;15;175
268;638;76;25;180
239;639;80;23;172
239;583;58;21;172
273;622;70;22;177
210;591;59;27;180
260;650;70;20;184
263;640;67;26;209
260;600;63;23;185
262;634;66;19;190
283;596;62;29;185
273;601;68;19;192
